pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,rowupdate,st_plx
Kepler-1422,b,Transit,18.6051942,,,,2081.,1.15,2016-05-10,
Kepler-488,b,Transit,3.12082923,,,,1157.,1.07,2016-05-10,
Kepler-114,d,Transit,11.776,,,0.012,,0.56,2014-05-14,
Kepler-114,b,Transit,5.188549,0.053,,,,0.56,2014-05-14,
Kepler-114,c,Transit,8.041,,,0.009,,0.56,2014-05-14,
Kepler-101,c,Transit,6.02976,0.0684,0.,0.01,,1.17,2014-09-25,
Kepler-101,b,Transit,3.4876812,0.0474,0.086,0.16,,1.17,2014-09-25,
Kepler-1339,b,Transit,1.34155513,,,,267.,0.94,2016-05-10,
Kepler-229,d,Transit,41.194912,0.22,,,,,2014-05-14,
Kepler-229,c,Transit,16.068638,0.117,,,,,2014-05-14,
Kepler-229,b,Transit,6.252972,0.062,,,,,2014-05-14,
Kepler-568,b,Transit,11.02347475,,,,126.,0.55,2016-05-10,
Kepler-619,b,Transit,5.4042722,,,,1111.,1.09,2016-05-10,
Kepler-619,c,Transit,1.20846503,,,,1111.,1.09,2016-05-10,
Kepler-1645,b,Transit,16.1779561,,,,844.,1.02,2016-05-10,
Kepler-408,b,Transit,2.46502,,,,,1.08,2016-10-13,
Kepler-1132,b,Transit,62.8916228,,,,940.,0.87,2016-05-10,
Kepler-814,b,Transit,6.1469851,,,,1327.,1.15,2016-05-10,
Kepler-591,b,Transit,81.1694299,,,,793.,0.97,2016-05-10,
Kepler-813,b,Transit,19.12947337,,,,840.,0.95,2016-05-10,
Kepler-287,c,Transit,44.851896,0.246,,,,,2014-05-14,
Kepler-287,b,Transit,20.342199,0.145,,,,,2014-05-14,
Kepler-339,c,Transit,6.988055,0.069,,,,0.84,2014-05-14,
Kepler-339,d,Transit,10.558345,0.091,,,,0.84,2014-05-14,
Kepler-339,b,Transit,4.977656,0.055,,,,0.84,2014-05-14,
Kepler-808,b,Transit,0.63133235,,,,321.,0.76,2016-05-10,
Kepler-665,b,Transit,16.01310205,,,,651.,0.79,2016-05-10,
Kepler-142,b,Transit,2.024152,0.032,,,,0.99,2014-05-14,
Kepler-142,d,Transit,41.809118,0.242,,,,0.99,2014-05-14,
Kepler-142,c,Transit,4.761702,0.057,,,,0.99,2014-05-14,
Kepler-919,b,Transit,11.04603384,,,,1219.,1.15,2016-05-10,
Kepler-466,c,Transit,3.70921385,,,,436.,1.04,2016-05-10,
Kepler-466,b,Transit,51.07926307,,,,436.,1.04,2016-05-10,
Kepler-230,c,Transit,91.773242,0.38,,,,,2014-05-14,
Kepler-230,b,Transit,32.625555,0.191,,,,,2014-05-14,
Kepler-1281,b,Transit,3.11602791,,,,1090.,0.87,2016-05-10,
Kepler-849,b,Transit,394.6244904,,,,747.,1.23,2016-05-10,
Kepler-1638,b,Transit,259.33683,,,,879.,0.97,2016-05-10,
Kepler-1421,b,Transit,6.9131112,,,,675.,1.25,2016-05-10,
Kepler-530,b,Transit,39.30941904,,,,464.,0.97,2016-05-10,
Kepler-569,b,Transit,34.18890521,,,,645.,0.95,2016-05-10,
Kepler-447,b,Transit,7.79430132,0.0769,0.123,1.37,,1.,2015-02-19,
Kepler-852,b,Transit,44.9309804,,,,854.,1.19,2016-05-10,
Kepler-850,b,Transit,7.19303878,,,,1535.,1.06,2016-05-10,
Kepler-424,c,Radial Velocity,223.3,0.73,,6.97,,1.01,2014-10-03,
Kepler-424,b,Transit,3.3118644,0.044,,1.03,,1.01,2014-10-03,
Kepler-299,d,Transit,15.054786,0.118,,,,0.97,2014-05-14,
Kepler-299,e,Transit,38.285489,0.22,,,,0.97,2014-05-14,
Kepler-299,c,Transit,6.885875,0.07,,,,0.97,2014-05-14,
Kepler-299,b,Transit,2.927128,0.04,,,,0.97,2014-05-14,
Kepler-300,c,Transit,40.714955,0.232,,,,0.94,2014-05-14,
Kepler-300,b,Transit,10.446347,0.094,,,,0.94,2014-05-14,
Kepler-110,c,Transit,31.719775,0.198,,,,,2014-05-14,
Kepler-110,b,Transit,12.691112,0.107,,,,,2014-05-14,
Kepler-532,b,Transit,12.92491623,,,,325.,0.87,2016-05-10,
Kepler-1001,b,Transit,14.30511983,,,,1009.,0.9,2016-05-10,
Kepler-1050,c,Transit,21.1284569,,,,555.,1.09,2016-05-10,
Kepler-1050,b,Transit,15.3787546,,,,555.,1.09,2016-05-10,
Kepler-1398,c,Transit,4.13827595,,,,793.,1.13,2016-05-10,
Kepler-1398,b,Transit,2.78815679,,,,793.,1.13,2016-05-10,
Kepler-1270,b,Transit,6.03356196,,,,1204.,1.28,2016-05-10,
Kepler-593,b,Transit,21.21708973,,,,1016.,1.08,2016-05-10,
Kepler-1137,b,Transit,23.9210791,,,,971.,1.5,2016-05-10,
Kepler-97,c,Radial Velocity,789.,,,1.08,,0.94,2014-05-14,
Kepler-97,b,Transit,2.58664,,,0.011,,0.94,2014-05-14,
Kepler-592,b,Transit,2.82019241,,,,1034.,1.04,2016-05-10,
Kepler-531,b,Transit,29.88485741,,,,254.,0.78,2016-05-10,
Kepler-386,b,Transit,12.31043,0.096,,,,0.74,2014-05-14,
Kepler-386,c,Transit,25.193458,0.155,,,,0.74,2014-05-14,
Kepler-1352,b,Transit,1.87788275,,,,637.,1.11,2016-05-10,
Kepler-509,b,Transit,41.74600392,,,,339.,1.1,2016-05-10,
Kepler-1482,b,Transit,12.25383217,,,,442.,0.88,2016-05-10,
Kepler-1381,b,Transit,25.3842686,,,,1306.,0.96,2016-05-10,
Kepler-1349,b,Transit,2.12823928,,,,260.,1.16,2016-05-10,
Kepler-380,b,Transit,3.930821,0.05,,,,1.05,2014-05-14,
Kepler-380,c,Transit,7.630004,0.078,,,,1.05,2014-05-14,
Kepler-1254,d,Transit,5.72717226,,,,676.,0.78,2016-05-10,
Kepler-1254,b,Transit,9.99113313,,,,676.,0.78,2016-05-10,
Kepler-1254,c,Transit,3.60084276,,,,676.,0.78,2016-05-10,
Kepler-844,b,Transit,2.61302086,,,,394.,0.59,2016-05-10,
Kepler-313,c,Transit,32.273273,0.208,,,,0.9,2014-05-14,
Kepler-313,b,Transit,14.970418,0.125,,,,0.9,2014-05-14,
Kepler-297,c,Transit,74.920137,0.336,,,,,2014-05-14,
Kepler-297,b,Transit,38.871826,0.217,,,,,2014-05-14,
Kepler-666,b,Transit,4.49876092,,,,1330.,1.03,2016-05-10,
Kepler-570,b,Transit,4.301662,,,,642.,0.93,2016-05-10,
Kepler-1639,b,Transit,9.878482,,,,1168.,1.12,2016-05-10,
Kepler-1261,b,Transit,48.4308991,,,,795.,0.82,2016-05-10,
Kepler-841,b,Transit,124.4198398,,,,1052.,0.85,2016-05-10,
Kepler-848,b,Transit,6.91134416,,,,797.,1.01,2016-05-10,
Kepler-957,b,Transit,5.90741354,,,,749.,0.81,2016-05-10,
Kepler-533,b,Transit,28.51120525,,,,305.,0.78,2016-05-10,
Kepler-298,c,Transit,22.92881,0.136,,,,0.65,2014-05-14,
Kepler-298,d,Transit,77.473633,0.305,,,,0.65,2014-05-14,
Kepler-298,b,Transit,10.475464,0.08,,,,0.65,2014-05-14,
Kepler-1454,b,Transit,47.0319479,,,,795.,0.9,2016-05-10,
Kepler-1442,b,Transit,81.4162941,,,,525.,1.34,2016-05-10,
Kepler-166,b,Transit,7.650254,0.072,,,,,2014-05-14,
Kepler-166,c,Transit,34.260281,0.195,,,,,2014-05-14,
Kepler-166,d,Transit,1.55400393,,,,,,2016-05-10,
HIP 65407,c,Radial Velocity,67.3,0.316,0.12,0.784,55.5,0.93,2016-02-25,16.74
HIP 65407,b,Radial Velocity,28.125,0.177,0.14,0.428,55.5,0.93,2016-02-25,16.74
Kepler-512,b,Transit,34.43587975,,,,531.,1.17,2016-05-10,
Kepler-1031,b,Transit,1.22621732,,,,741.,1.09,2016-05-10,
Kepler-1402,b,Transit,2.03387914,,,,681.,0.9,2016-05-10,
Kepler-843,b,Transit,2.05387982,,,,1247.,1.02,2016-05-10,
Kepler-396,b,Transit,42.994,,,0.238,,0.85,2014-05-14,
Kepler-396,c,Transit,88.505,,,0.056,,0.85,2014-05-14,
Kepler-1246,b,Transit,11.32271513,,,,435.,0.73,2016-05-10,
Kepler-464,b,Transit,7.25696522,,,,653.,1.21,2016-05-10,
Kepler-1473,b,Transit,14.4273551,,,,625.,1.09,2016-05-10,
HD 222155,b,Radial Velocity,3999.,5.1,0.16,1.9,50.45,1.13,2014-05-14,19.82
Kepler-441,b,Transit,207.2482,0.64,0.1,,284.,0.57,2015-01-06,
Kepler-667,b,Transit,41.43962808,,,,907.,0.91,2016-05-10,
Kepler-68,d,Radial Velocity,625.,,,0.84007,135.,1.08,2016-10-27,
Kepler-68,b,Transit,5.39875,,,0.01878,135.,1.08,2016-10-27,
Kepler-68,c,Transit,9.60504,,,0.02265,135.,1.08,2016-10-27,
Kepler-1429,b,Transit,4.48487493,,,,1156.,1.05,2016-05-10,
Kepler-846,b,Transit,19.80792185,,,,1233.,0.94,2016-05-10,
Kepler-1472,b,Transit,38.1312831,,,,1269.,1.16,2016-05-10,
Kepler-956,b,Transit,5.24867263,,,,631.,1.1,2016-05-10,
Kepler-124,d,Transit,30.950851,0.17,,,,,2014-05-14,
Kepler-124,c,Transit,13.821375,0.1,,,,,2014-05-14,
Kepler-124,b,Transit,3.410493,0.039,,,,,2014-05-14,
Kepler-1355,b,Transit,1.28958811,,,,963.,0.88,2016-05-10,
Kepler-366,c,Transit,12.51616,0.11,,,,1.05,2014-05-14,
Kepler-366,b,Transit,3.281959,0.045,,,,1.05,2014-05-14,
Kepler-1232,b,Transit,26.7839183,,,,740.,0.92,2016-05-10,
Kepler-1298,b,Transit,7.12811928,,,,498.,1.45,2016-05-10,
Kepler-853,b,Transit,7.16892463,,,,610.,1.3,2016-05-10,
Kepler-365,c,Transit,17.784129,0.137,,,,0.99,2014-05-14,
Kepler-365,b,Transit,10.664903,0.098,,,,0.99,2014-05-14,
Kepler-15,b,Transit,4.942782,0.05714,0.06,0.66,,1.02,2014-05-14,
Kepler-851,b,Transit,8.50699658,,,,869.,0.89,2016-05-10,
Kepler-1209,b,Transit,25.369116,,,,558.,1.23,2016-05-10,
Kepler-920,c,Transit,100.8274113,,,,926.,0.89,2016-05-10,
Kepler-920,b,Transit,6.53192704,,,,926.,0.89,2016-05-10,
Kepler-524,b,Transit,7.97419807,,,,730.,1.09,2016-05-10,
Kepler-524,c,Transit,1.88897906,,,,730.,1.09,2016-05-10,
Kepler-1080,b,Transit,77.2548396,,,,688.,1.1,2016-05-10,
Kepler-1089,b,Transit,5.13248562,,,,227.,0.52,2016-05-10,
Kepler-921,b,Transit,51.300634,,,,847.,0.93,2016-05-10,
Kepler-1412,b,Transit,3.6146051,,,,639.,1.06,2016-05-10,
Kepler-845,b,Transit,0.92785982,,,,471.,0.79,2016-05-10,
Kepler-998,b,Transit,5.65377733,,,,996.,1.12,2016-05-10,
Kepler-1544,b,Transit,168.811174,,,,349.,0.81,2016-05-10,
Kepler-670,b,Transit,2.81650485,,,,980.,0.99,2016-05-10,
Kepler-36,b,Transit,13.83989,0.1153,0.039,0.014,470.,1.07,2014-05-14,
Kepler-36,c,Transit,16.23855,0.1283,0.033,0.025,470.,1.07,2014-05-14,
Kepler-301,c,Transit,5.419026,0.06,,,,0.91,2014-05-14,
Kepler-301,b,Transit,2.508553,0.036,,,,0.91,2014-05-14,
Kepler-301,d,Transit,13.751243,0.112,,,,0.91,2014-05-14,
Kepler-1117,b,Transit,4.79028459,,,,619.,0.95,2016-05-10,
Kepler-669,b,Transit,4.12554687,,,,1778.,1.15,2016-05-10,
Kepler-1363,b,Transit,2.94194094,,,,559.,0.76,2016-05-10,
Kepler-1251,b,Transit,45.0904643,,,,863.,0.92,2016-05-10,
Kepler-372,c,Transit,20.053763,0.154,,,,1.15,2014-05-14,
Kepler-372,b,Transit,6.849692,0.075,,,,1.15,2014-05-14,
Kepler-372,d,Transit,30.092568,0.201,,,,1.15,2014-05-14,
Kepler-1131,b,Transit,3.53232449,,,,1109.,1.03,2016-05-10,
Kepler-481,b,Transit,10.06082567,,,,713.,1.01,2016-05-10,
Kepler-486,b,Transit,30.36044667,,,,428.,0.79,2016-05-10,
Kepler-668,b,Transit,8.35390639,,,,877.,0.87,2016-05-10,
Kepler-1480,b,Transit,22.12679948,,,,540.,0.85,2016-05-10,
KOI-351,g,Transit,210.60697,0.71,,,780.,1.2,2014-05-14,
KOI-351,c,Transit,8.719375,0.089,,,780.,1.2,2014-05-14,
KOI-351,d,Transit,59.73667,0.32,,,780.,1.2,2014-05-14,
KOI-351,h,Transit,331.60059,1.01,,,780.,1.2,2014-05-14,
KOI-351,b,Transit,7.008151,0.074,,,780.,1.2,2014-05-14,
KOI-351,e,Transit,91.93913,0.42,,,780.,1.2,2014-05-14,
KOI-351,f,Transit,124.9144,0.48,,,780.,1.2,2014-05-14,
Kepler-347,b,Transit,12.79836,0.11,,,,1.04,2014-05-14,
Kepler-347,c,Transit,27.320871,0.183,,,,1.04,2014-05-14,
Kepler-671,b,Transit,4.28095859,,,,1139.,0.97,2016-05-10,
TrES-2,b,Transit,2.47061317,0.0367,,1.197,213.,0.98,2015-10-15,4.7
Kepler-1070,b,Transit,6.2216147,,,,1040.,1.21,2016-05-10,
Kepler-1437,b,Transit,10.9295461,,,,1182.,0.93,2016-05-10,
Kepler-1596,b,Transit,66.373379,,,,1166.,0.95,2016-05-10,
Kepler-1104,b,Transit,5.03728015,,,,516.,1.3,2016-05-10,
Kepler-1207,b,Transit,13.68237119,,,,946.,1.06,2016-05-10,
Kepler-1319,b,Transit,2.88676265,,,,114.,0.56,2016-05-10,
Kepler-468,b,Transit,38.47875707,,,,474.,0.96,2016-05-10,
Kepler-1222,b,Transit,1.91694425,,,,455.,0.84,2016-05-10,
Kepler-1177,b,Transit,106.247547,,,,829.,0.98,2016-05-10,
Kepler-143,c,Transit,27.082511,0.181,,,,,2014-05-14,
Kepler-143,b,Transit,16.007583,0.127,,,,,2014-05-14,
Kepler-1426,b,Transit,14.2563227,,,,1211.,1.02,2016-05-10,
Kepler-571,b,Transit,4.79859939,,,,756.,0.93,2016-05-10,
Kepler-296,e,Transit,34.14211,0.169,0.33,,226.,0.5,2015-09-03,
Kepler-296,b,Transit,10.864384,0.079,0.33,,226.,0.5,2015-09-03,
Kepler-296,f,Transit,63.33627,0.255,0.33,,226.,0.5,2015-09-03,
Kepler-296,d,Transit,19.850291,0.118,0.33,,226.,0.5,2015-09-03,
Kepler-296,c,Transit,5.8416366,0.0521,0.33,,226.,0.5,2015-09-03,
Kepler-847,b,Transit,2.3432319,,,,529.,0.83,2016-05-10,
Kepler-1103,b,Transit,19.79191978,,,,921.,1.11,2016-05-10,
Kepler-1433,b,Transit,4.13592271,,,,1328.,1.14,2016-05-10,
Kepler-840,b,Transit,2.49577962,,,,778.,1.04,2016-05-10,
Kepler-1519,b,Transit,240.7989397,,,,858.,0.94,2016-05-10,
Kepler-426,b,Transit,3.21751883,0.0414,0.18,0.34,880.,0.91,2014-10-03,
Kepler-23,c,Transit,10.7421,0.099,,2.7,800.,1.11,2014-05-14,
Kepler-23,d,Transit,15.274299,0.124,,,800.,1.11,2014-05-14,
Kepler-23,b,Transit,7.1073,0.075,,0.8,800.,1.11,2014-05-14,
Kepler-1190,b,Transit,10.45843441,,,,384.,0.76,2016-05-10,
Kepler-672,b,Transit,38.3774623,,,,1011.,0.95,2016-05-10,
Kepler-1573,b,Transit,2.6157554,,,,1180.,1.01,2016-05-10,
Kepler-411,c,Transit,7.83442788,,,,,0.83,2016-05-10,
Kepler-411,b,Transit,3.00516,0.038,0.,,,0.83,2014-05-14,
Kepler-1150,b,Transit,2.78786839,,,,373.,0.76,2016-05-10,
Kepler-922,b,Transit,0.93846683,,,,558.,0.95,2016-05-10,
Kepler-534,b,Transit,15.95994513,,,,473.,1.05,2016-05-10,
Kepler-63,b,Transit,9.4341505,0.08,0.45,0.378,200.,0.98,2014-05-14,
Kepler-430,b,Transit,35.968,0.2244,,,,1.17,2014-11-19,
Kepler-430,c,Transit,110.979,0.4757,,,,1.17,2014-11-19,
BD+48 738,b,Radial Velocity,392.6,1.,0.2,0.91,,0.74,2015-08-13,
Kepler-1364,b,Transit,13.32196237,,,,1149.,1.49,2016-05-10,
Kepler-1428,b,Transit,10.67607169,,,,802.,1.28,2016-05-10,
Kepler-134,b,Transit,5.317429,0.06,,,,,2014-05-14,
Kepler-134,c,Transit,10.105785,0.092,,,,,2014-05-14,
Kepler-407,c,Radial Velocity,3000.,,,12.6,,1.,2014-05-14,
Kepler-407,b,Transit,0.66931,,,,,1.,2016-10-13,
Kepler-538,b,Transit,81.73780699,,,,165.,0.96,2016-05-10,
Kepler-991,b,Transit,82.5342519,,,,370.,0.64,2016-05-10,
Kepler-536,b,Transit,1.8270823,,,,446.,0.92,2016-05-10,
Kepler-1574,b,Transit,6.9424334,,,,1275.,1.06,2016-05-10,
Kepler-324,b,Transit,4.385315,0.05,,,,0.86,2014-05-14,
Kepler-324,c,Transit,51.805612,0.26,,,,0.86,2014-05-14,
HD 17092,b,Radial Velocity,359.9,,0.166,4.6,,2.3,2014-07-02,
Kepler-842,b,Transit,1.21956827,,,,552.,0.78,2016-05-10,
Kepler-1587,b,Transit,9.4060467,,,,907.,1.08,2016-05-10,
Kepler-1041,b,Transit,24.7576421,,,,979.,1.06,2016-05-10,
Kepler-535,b,Transit,4.90332155,,,,678.,1.18,2016-05-10,
Kepler-1479,b,Transit,14.53261362,,,,619.,0.99,2016-05-10,
Kepler-1611,b,Transit,5.1762429,,,,686.,0.94,2016-05-10,
BD+49 828,b,Radial Velocity,2590.,4.2,0.35,1.6,,1.52,2015-02-05,
Kepler-1481,b,Transit,5.94220998,,,,493.,0.8,2016-05-10,
Kepler-885,b,Transit,18.11472949,,,,632.,1.21,2016-05-10,
Kepler-888,b,Transit,70.6979061,,,,413.,0.97,2016-05-10,
Kepler-594,b,Transit,13.64618192,,,,742.,0.91,2016-05-10,
Kepler-480,b,Transit,4.9195838,,,,806.,1.25,2016-05-10,
Kepler-1023,b,Transit,62.1387714,,,,686.,0.93,2016-05-10,
Kepler-180,b,Transit,13.817124,0.109,,,,0.84,2014-05-14,
Kepler-180,c,Transit,41.885775,0.229,,,,0.84,2014-05-14,
Kepler-1614,b,Transit,3.9466141,,,,982.,0.79,2016-05-10,
Kepler-1028,b,Transit,2.51462432,,,,633.,0.9,2016-05-10,
Kepler-1348,b,Transit,27.5722742,,,,1033.,1.04,2016-05-10,
Kepler-1206,b,Transit,1.21699766,,,,807.,0.8,2016-05-10,
Kepler-1004,b,Transit,5.28789787,,,,1080.,1.11,2016-05-10,
Kepler-1214,b,Transit,18.82634264,,,,757.,0.85,2016-05-10,
Kepler-325,d,Transit,38.715185,0.22,,,,0.87,2014-05-14,
Kepler-325,b,Transit,4.544439,0.053,,,,0.87,2014-05-14,
Kepler-325,c,Transit,12.762172,0.105,,,,0.87,2014-05-14,
Kepler-1432,b,Transit,23.9109011,,,,1552.,1.09,2016-05-10,
Kepler-1431,b,Transit,5.86601526,,,,1270.,1.03,2016-05-10,
Kepler-154,c,Transit,62.303276,0.303,,,,0.89,2014-05-14,
Kepler-154,b,Transit,33.040532,0.198,,,,0.89,2014-05-14,
Kepler-154,f,Transit,9.91935684,,,,,0.89,2016-05-10,
Kepler-154,e,Transit,3.93276465,,,,,0.89,2016-05-10,
Kepler-154,d,Transit,20.54981883,,,,,0.89,2016-05-10,
Kepler-884,b,Transit,5.69919514,,,,420.,1.,2016-05-10,
Kepler-973,b,Transit,49.6077331,,,,297.,0.86,2016-05-10,
Kepler-51,c,Transit,85.312,0.384,0.014,0.013,,1.04,2014-05-14,
Kepler-51,b,Transit,45.154,0.2514,0.04,0.007,,1.04,2014-05-14,
Kepler-51,d,Transit,130.194,0.509,0.008,0.024,,1.04,2014-05-14,
Kepler-1488,b,Transit,39.8189932,,,,618.,1.05,2016-05-10,
Kepler-997,b,Transit,2.70730672,,,,470.,1.22,2016-05-10,
Kepler-1525,b,Transit,2.41660118,,,,396.,1.07,2016-05-10,
Kepler-1036,b,Transit,122.8808058,,,,507.,0.95,2016-05-10,
Kepler-443,b,Transit,177.6693,0.495,0.11,,779.,0.74,2015-01-06,
Kepler-52,b,Transit,7.8773565,,,8.7,,0.54,2014-05-14,
Kepler-52,c,Transit,16.3850021,,,10.41,,0.54,2014-05-14,
Kepler-52,d,Transit,36.445171,0.182,,,,0.54,2014-05-14,
Kepler-367,b,Transit,37.815724,0.201,,,,0.75,2014-05-14,
Kepler-367,c,Transit,53.578637,0.253,,,,0.75,2014-05-14,
Kepler-1258,b,Transit,0.98494017,,,,651.,0.99,2016-05-10,
Kepler-1471,b,Transit,3.63899398,,,,1059.,0.95,2016-05-10,
Kepler-1163,b,Transit,6.11786898,,,,487.,1.22,2016-05-10,
Kepler-50,c,Transit,9.37647,0.087,,,,1.24,2014-05-14,
Kepler-50,b,Transit,7.81254,0.077,,,,1.24,2014-05-14,
Kepler-1212,b,Transit,12.94130146,,,,1304.,1.1,2016-05-10,
Kepler-12,b,Transit,4.4379629,0.0553,,0.432,600.,1.17,2015-10-15,
Kepler-673,b,Transit,3.72873109,,,,978.,0.88,2016-05-10,
Kepler-513,b,Transit,28.86235584,,,,467.,1.02,2016-05-10,
Kepler-181,b,Transit,3.137873,0.04,,,,,2014-05-14,
Kepler-181,c,Transit,4.302149,0.049,,,,,2014-05-14,
Kepler-968,b,Transit,3.69298373,,,,312.,0.76,2016-05-10,
Kepler-968,c,Transit,5.70940492,,,,312.,0.76,2016-05-10,
Kepler-966,b,Transit,99.747622,,,,773.,1.02,2016-05-10,
Kepler-1504,b,Transit,82.304003,,,,1029.,0.85,2016-05-10,
HAT-P-22,b,Transit,3.21222,0.0414,0.016,2.147,82.,0.92,2014-05-14,
Kepler-4,b,Transit,3.21346,0.0456,0.,0.077,550.,1.22,2014-05-14,
Kepler-674,b,Transit,2.24338185,,,,302.,0.6,2016-05-10,
XO-2 S,b,Radial Velocity,18.157,0.1344,0.18,0.259,148.,0.98,2014-07-09,
XO-2 S,c,Radial Velocity,120.8,0.4756,0.1528,1.37,148.,0.98,2014-07-09,
XO-2 N,b,Transit,2.61585922,0.03673,0.006,0.597,145.5,0.97,2015-01-22,
Kepler-675,b,Transit,2.33743801,,,,651.,0.79,2016-05-10,
Kepler-10,c,Transit,45.294301,,0.,0.054,173.,0.91,2014-06-02,
Kepler-10,b,Transit,0.837491,0.0172,,0.0145,173.,0.91,2015-10-15,
Kepler-514,b,Transit,5.65179605,,,,489.,1.28,2016-05-10,
Kepler-1061,b,Transit,2.75798267,,,,585.,1.09,2016-05-10,
Kepler-676,b,Transit,11.59822172,,,,243.,0.51,2016-05-10,
Kepler-883,b,Transit,12.98495573,,,,549.,1.06,2016-05-10,
Kepler-1302,b,Transit,8.83922659,,,,727.,0.86,2016-05-10,
Kepler-677,b,Transit,6.57531678,,,,1180.,1.,2016-05-10,
Kepler-385,c,Transit,15.163161,0.127,,,,1.09,2014-05-14,
Kepler-385,b,Transit,10.043686,0.097,,,,1.09,2014-05-14,
Kepler-1357,b,Transit,3.0091324,,,,1026.,0.93,2016-05-10,
Kepler-470,b,Transit,24.66919569,,,,989.,1.4,2016-05-10,
Kepler-507,b,Transit,3.56809693,,,,410.,1.16,2016-05-10,
Kepler-1327,b,Transit,14.88801098,,,,688.,1.02,2016-05-10,
Kepler-485,b,Transit,3.2432598,,,,1173.,1.07,2016-05-10,
Kepler-870,b,Transit,21.3587621,,,,1231.,1.01,2016-05-10,
Kepler-678,b,Transit,7.27503724,,,,875.,0.94,2016-05-10,
Kepler-1404,b,Transit,15.9314739,,,,946.,0.84,2016-05-10,
Kepler-1455,b,Transit,49.276764,,,,392.,0.62,2016-05-10,
16 Cyg B,b,Radial Velocity,798.5,1.681,0.681,1.68,21.41,0.99,2015-09-10,
Kepler-231,c,Transit,19.271566,0.114,,,,0.58,2014-05-14,
Kepler-231,b,Transit,10.065275,0.074,,,,0.58,2014-05-14,
Kepler-197,d,Transit,15.677563,0.119,,,,,2014-05-14,
Kepler-197,b,Transit,5.599308,0.06,,,,,2014-05-14,
Kepler-197,c,Transit,10.349695,0.09,,,,,2014-05-14,
Kepler-197,e,Transit,25.209715,0.164,,,,,2014-05-14,
Kepler-679,b,Transit,12.39358604,,,,968.,0.87,2016-05-10,
Kepler-1449,b,Transit,13.2274528,,,,1321.,1.08,2016-05-10,
Kepler-572,b,Transit,17.20523483,,,,532.,0.83,2016-05-10,
Kepler-182,c,Transit,20.684342,0.157,,,,1.14,2014-05-14,
Kepler-182,b,Transit,9.825792,0.096,,,,1.14,2014-05-14,
Kepler-1448,b,Transit,12.27065865,,,,786.,0.95,2016-05-10,
Kepler-373,c,Transit,16.725948,0.126,,,,0.87,2014-05-14,
Kepler-373,b,Transit,5.535309,0.06,,,,0.87,2014-05-14,
Kepler-1082,b,Transit,1.5432066,,,,628.,1.03,2016-05-10,
HD 80606,b,Radial Velocity,111.4357,0.449,0.9332,3.94,29.04,0.97,2014-05-14,17.13
Kepler-680,b,Transit,3.68992629,,,,1342.,1.08,2016-05-10,
Kepler-1226,b,Transit,17.2923453,,,,779.,1.02,2016-05-10,
Kepler-1123,b,Transit,4.33946454,,,,796.,0.93,2016-05-10,
Kepler-394,c,Transit,12.130686,0.11,,,,1.11,2014-05-14,
Kepler-394,b,Transit,8.005013,0.083,,,,1.11,2014-05-14,
Kepler-595,b,Transit,25.30292332,,,,639.,0.87,2016-05-10,
Kepler-1343,b,Transit,3.35183158,,,,1307.,0.95,2016-05-10,
Kepler-1447,b,Transit,56.6747285,,,,871.,0.97,2016-05-10,
Kepler-889,b,Transit,3.744439,,,,513.,1.14,2016-05-10,
Kepler-1047,c,Transit,3.18897601,,,,566.,1.08,2016-05-10,
Kepler-1047,b,Transit,56.1886887,,,,566.,1.08,2016-05-10,
Kepler-401,c,Transit,47.318218,0.269,,,,,2014-05-14,
Kepler-401,d,Transit,184.256405,,,,,,2016-05-10,
Kepler-401,b,Transit,14.383035,0.122,,,,,2014-05-14,
Kepler-1166,b,Transit,33.2406882,,,,648.,0.9,2016-05-10,
Kepler-879,b,Transit,33.3855938,,,,772.,1.02,2016-05-10,
Kepler-1217,b,Transit,2.03232507,,,,1363.,1.06,2016-05-10,
Kepler-1213,b,Transit,5.34982412,,,,685.,1.14,2016-05-10,
Kepler-113,c,Transit,8.92507,,,,,0.75,2016-10-13,
Kepler-113,b,Transit,4.754,,,0.037,,0.75,2014-05-14,
Kepler-869,b,Transit,40.4287755,,,,957.,0.97,2016-05-10,
Kepler-450,d,Transit,7.51464,,0.14,,,1.35,2015-05-21,
Kepler-450,c,Transit,15.413135,,0.02,,,1.35,2015-05-21,
Kepler-450,b,Transit,28.454851,,0.02,,,1.35,2015-05-21,
WASP-92,b,Transit,2.1746742,0.0348,0.,0.805,530.,1.19,2016-09-08,
Kepler-391,c,Transit,20.485435,0.161,,,,1.22,2014-05-14,
Kepler-391,b,Transit,7.416755,0.082,,,,1.22,2014-05-14,
Kepler-1076,b,Transit,6.14727918,,,,199.,0.79,2016-05-10,
Kepler-155,c,Transit,52.661793,0.242,,,,0.58,2014-05-14,
Kepler-155,b,Transit,5.931194,0.056,,,,0.58,2014-05-14,
Kepler-232,c,Transit,11.379349,0.101,,,,,2014-05-14,
Kepler-232,b,Transit,4.431222,0.054,,,,,2014-05-14,
Kepler-413,b,Transit,66.262,0.3553,0.1181,0.211,,0.82,2014-05-14,
Kepler-419,c,Transit Timing Variations,675.47,1.68,0.184,7.3,,1.39,2014-06-25,
