# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 26 12:47:48 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
rowid,pl_hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_mass
1852,WASP-28,3.40883000,0.044690,0.000000,0.90700,1.02
1853,WASP-29,3.92272700,0.045700,0.030000,0.24400,0.82
1854,WASP-3,1.84683500,0.031510,0.000000,1.76000,1.24
1855,WASP-31,3.40590960,0.046590,0.000000,0.47800,1.16
1856,WASP-32,2.71865900,0.039400,0.018000,3.60000,1.10
1857,WASP-33,1.21986690,0.025550,,4.10000,1.50
1858,WASP-34,4.31767820,0.052400,0.038000,0.59000,1.01
1859,WASP-35,3.16157500,0.043170,0.000000,0.72000,1.07
1860,WASP-36,1.53736596,0.026770,,2.36100,1.08
1861,WASP-37,3.57746900,0.044600,0.000000,1.80000,0.93
1862,WASP-38,6.87181500,0.075220,0.031400,2.69100,1.20
1863,WASP-39,4.05525900,0.048600,0.000000,0.28000,0.93
1864,WASP-4,1.33823251,,0.000000,1.21600,0.89
1865,WASP-41,3.05240400,0.040000,0.026000,0.94000,0.93
1866,WASP-41,421.00000000,1.070000,0.294000,3.18000,0.93
1867,WASP-42,4.98168190,0.056100,,0.52700,0.95
1868,WASP-43,0.81347500,0.014200,0.000000,1.78000,0.58
1869,WASP-44,2.42380390,0.034730,0.000000,0.88900,0.95
1870,WASP-45,3.12609600,0.040500,,1.00200,0.90
1871,WASP-46,1.43036763,0.023350,,1.91000,0.83
1872,WASP-47,4.15912870,,,1.07290,1.04
1873,WASP-47,572.00000000,1.360000,0.130000,1.24000,1.04
1874,WASP-47,9.03081000,,,0.04782,1.04
1875,WASP-47,0.78959700,,,0.06922,1.04
1876,WASP-48,2.14363544,0.033200,0.000000,0.90700,1.06
1877,WASP-49,2.78173870,0.037900,0.000000,0.37800,0.94
1878,WASP-5,1.62842790,0.026700,0.038000,1.58000,0.96
1879,WASP-50,1.95509590,0.029450,0.009000,1.46800,0.89
1880,WASP-52,1.74977980,0.027200,0.000000,0.46000,0.87
1881,WASP-54,3.69364110,0.049870,0.067000,0.63600,1.21
1882,WASP-55,4.46562910,0.055800,,0.62700,1.16
1883,WASP-56,4.61710100,0.054580,0.000000,0.57100,1.02
1884,WASP-57,2.83891856,0.037690,,0.64400,0.89
1885,WASP-58,5.01718000,0.056100,0.000000,0.89000,0.94
1886,WASP-59,7.91958500,0.069700,0.100000,0.86300,0.72
1887,WASP-6,3.36100208,0.041400,0.054000,0.48500,0.84
1888,WASP-60,4.30500110,0.053100,0.000000,0.51400,1.08
1889,WASP-61,3.85590000,0.051400,0.260000,2.06000,1.22
1890,WASP-62,4.41195300,0.056700,0.210000,0.57000,1.25
1891,WASP-63,4.37809000,0.057400,0.220000,0.38000,1.32
1892,WASP-64,1.57329180,0.026480,0.000000,1.27100,1.00
1893,WASP-65,2.31142430,0.033400,0.000000,1.55000,0.93
1894,WASP-66,4.08605200,0.054600,0.110000,2.32000,1.30
1895,WASP-67,4.61442000,0.051700,0.200000,0.42000,0.87
1896,WASP-68,5.08429800,0.062060,0.000000,0.95000,1.24
1897,WASP-69,3.86813820,0.045250,0.000000,0.26000,0.83
1898,WASP-7,4.95465800,0.061800,0.000000,0.96000,1.28
1899,WASP-70 A,3.71302030,0.048530,0.000000,0.59000,1.11
1900,WASP-71,2.90367470,0.046190,0.000000,2.24200,1.56
1901,WASP-72,2.21674210,0.037080,0.000000,1.54610,1.39
1902,WASP-73,4.08722000,0.055120,0.000000,1.88000,1.34
1903,WASP-74,2.13775000,0.037000,0.000000,0.95000,1.48
1904,WASP-75,2.48419300,0.037500,0.000000,1.07000,1.14
1905,WASP-76,1.80988600,0.033000,0.000000,0.92000,1.46
1906,WASP-77 A,1.36003090,0.024000,0.000000,1.76000,1.00
1907,WASP-78,2.17517632,0.036200,0.000000,0.89000,1.17
1908,WASP-79,3.66238660,0.053500,0.000000,0.90000,1.38
1909,WASP-8,8.15871500,0.080100,0.310000,2.24400,1.03
1910,WASP-8,4323.00000000,5.280000,0.000000,9.45000,1.03
1911,WASP-80,3.06785234,0.034400,0.002000,0.53800,0.58
1912,WASP-82,2.70578200,0.044700,0.000000,1.24000,1.63
1913,WASP-83,4.97125200,0.059000,0.000000,0.30000,1.11
1914,WASP-84,8.52348650,0.077100,0.000000,0.69400,0.84
1915,WASP-88,4.95400000,0.064310,0.000000,0.56000,1.45
1916,WASP-89,3.35642270,0.042700,0.193000,5.90000,0.92
1917,WASP-90,3.91624300,0.056200,0.000000,0.63000,1.55
1918,WASP-94 A,3.95019070,0.055000,0.130000,0.45200,1.45
1919,WASP-94 B,2.00839000,0.033500,0.000000,0.61800,1.24
1920,WASP-95,2.18467300,0.034160,0.000000,1.13000,1.11
1921,WASP-96,3.42526020,0.045300,0.000000,0.48000,1.06
1922,WASP-97,2.07276000,0.033030,0.000000,1.32000,1.12
1923,WASP-98,2.96264000,0.036000,0.000000,0.83000,0.69
1924,WASP-99,5.75251000,0.071700,0.000000,2.78000,1.48
1925,WD 0806-661,,2500.000000,,7.50000,0.62
1926,WISEP J121756.91+162640.2 A,,8.000000,,22.00000,0.03
1927,WTS-1,3.35205700,0.047000,0.100000,4.01000,1.20
1928,WTS-2,1.01870680,0.018550,0.000000,1.12000,0.82
1929,Wolf 1061,4.88760000,0.035509,0.000000,0.00428,0.25
1930,Wolf 1061,17.86700000,0.084270,0.190000,0.01337,0.25
1931,Wolf 1061,67.27000000,0.203900,0.320000,0.01639,0.25
1932,XO-1,3.94150685,0.049000,0.000000,0.92000,1.03
1933,XO-2 N,2.61585922,0.036730,0.006000,0.59700,0.97
1934,XO-2 S,18.15700000,0.134400,0.180000,0.25900,0.98
1935,XO-2 S,120.80000000,0.475600,0.152800,1.37000,0.98
1936,XO-3,3.19152390,0.045400,0.260000,11.79000,1.21
1937,XO-4,4.12508280,,0.000000,1.78000,1.32
1938,XO-5,4.18775580,0.051500,0.000000,1.19000,1.04
1939,alf Ari,380.80000000,1.200000,0.250000,1.80000,1.50
1940,alf Tau,628.96000000,1.460000,0.100000,6.47000,1.13
1941,bet Cnc,605.20000000,1.700000,0.080000,7.80000,1.70
1942,bet Pic,7665.00000000,9.100000,0.080000,,1.76
1943,bet UMi,522.30000000,1.400000,0.190000,6.10000,1.40
1944,eps CrB,417.90000000,1.300000,0.110000,6.70000,1.70
1945,eps Eri,2502.00000000,3.390000,0.702000,1.55000,0.83
1946,eps Tau,594.90000000,1.930000,0.151000,7.60000,2.70
1947,gam 1 Leo,428.50000000,1.190000,0.144000,8.78000,1.23
1948,gam Cep,903.30000000,2.050000,0.049000,1.85000,1.40
1949,kap And,,55.000000,,13.61600,2.60
1950,kap CrB,1261.94000000,2.800000,0.044000,2.00000,1.47
1951,mu Leo,357.80000000,1.100000,0.090000,2.40000,1.50
1952,nu Oph,530.32000000,1.900000,0.125600,24.00000,3.04
1953,nu Oph,3186.00000000,6.100000,0.165000,27.00000,3.04
1954,ome Ser,277.02000000,1.100000,0.106000,1.70000,2.17
1955,omi CrB,187.83000000,0.830000,0.191000,1.50000,2.13
1956,omi UMa,1630.00000000,3.900000,0.130000,4.10000,3.09
1957,psi Dra B,3117.00000000,4.430000,0.400000,1.53000,1.19
1958,tau Boo,3.31245680,0.049000,0.011000,4.32000,1.34
1959,tau Gem,305.50000000,1.170000,0.031000,20.60000,2.30
1960,ups And,4.61703300,0.059222,0.021500,0.68760,1.30
1961,ups And,241.25800000,0.827774,0.259600,1.98100,1.30
1962,ups And,1276.46000000,2.513290,0.298700,4.13200,1.30
1963,ups And,3848.86000000,5.245580,0.005360,1.05900,1.30
1964,xi Aql,136.75000000,0.680000,0.000000,2.80000,2.20
