# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 29 06:57:43 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN pl_name:        Planet Name
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
#
rowid,pl_hostname,pl_letter,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,pl_name,pl_massj
1197,Kepler-272,c,6.05734200,0.061000,,,,0.79,Kepler-272 c,
1198,Kepler-272,d,10.93730400,0.091000,,,,0.79,Kepler-272 d,
1199,Kepler-273,b,2.93653200,0.037000,,,,,Kepler-273 b,
1200,Kepler-273,c,8.01492700,0.073000,,,,,Kepler-273 c,
1201,Kepler-274,b,11.63478800,0.101000,,,,,Kepler-274 b,
1202,Kepler-274,c,33.19786100,0.204000,,,,,Kepler-274 c,
1203,Kepler-275,b,10.30068200,0.098000,,,,1.24,Kepler-275 b,
1204,Kepler-275,c,16.08813400,0.132000,,,,1.24,Kepler-275 c,
1205,Kepler-275,d,35.67606200,0.224000,,,,1.24,Kepler-275 d,
1206,Kepler-276,b,14.12841000,0.119000,,,,1.10,Kepler-276 b,
1207,Kepler-276,c,31.88400000,,,0.05200,,1.10,Kepler-276 c,0.05200
1208,Kepler-276,d,48.64800000,,,0.05100,,1.10,Kepler-276 d,0.05100
1209,Kepler-277,b,17.32400000,,,0.27500,,1.12,Kepler-277 b,0.27500
1210,Kepler-277,c,33.00600000,,,0.20200,,1.12,Kepler-277 c,0.20200
1211,Kepler-278,b,30.16054600,0.207000,,,,,Kepler-278 b,
1212,Kepler-278,c,51.07877500,0.294000,,,,,Kepler-278 c,
1213,Kepler-279,b,12.30968100,0.112000,,,,1.10,Kepler-279 b,
1214,Kepler-279,c,35.73600000,,,0.15500,,1.10,Kepler-279 c,0.15500
1215,Kepler-279,d,54.41400000,,,0.11800,,1.10,Kepler-279 d,0.11800
1216,Kepler-28,b,5.91230000,0.062000,,1.51000,,0.75,Kepler-28 b,1.51000
1217,Kepler-28,c,8.98580000,0.081000,,1.36000,,0.75,Kepler-28 c,1.36000
1218,Kepler-280,b,2.13954200,0.032000,,,,0.91,Kepler-280 b,
1219,Kepler-280,c,4.80709100,0.056000,,,,0.91,Kepler-280 c,
1220,Kepler-281,b,14.64600800,0.117000,,,,0.98,Kepler-281 b,
1221,Kepler-281,c,36.33737300,0.215000,,,,0.98,Kepler-281 c,
1222,Kepler-282,b,9.22052400,0.082000,,,,0.97,Kepler-282 b,
1223,Kepler-282,c,13.63872300,0.106000,,,,0.97,Kepler-282 c,
1224,Kepler-282,d,24.80600000,,,0.19200,,0.97,Kepler-282 d,0.19200
1225,Kepler-282,e,44.34700000,,,0.17700,,0.97,Kepler-282 e,0.17700
1226,Kepler-283,b,11.00815100,0.082000,,,,,Kepler-283 b,
1227,Kepler-283,c,92.74371100,0.341000,,,,,Kepler-283 c,
1228,Kepler-284,b,12.69914900,0.104000,,,,,Kepler-284 b,
1229,Kepler-284,c,37.51445600,0.213000,,,,,Kepler-284 c,
1230,Kepler-285,b,2.63386700,0.036000,,,,0.85,Kepler-285 b,
1231,Kepler-285,c,6.18667600,0.064000,,,,0.85,Kepler-285 c,
1232,Kepler-286,b,1.79630200,0.027000,,,,,Kepler-286 b,
1233,Kepler-286,c,3.46809500,0.042000,,,,,Kepler-286 c,
1234,Kepler-286,d,5.91432300,0.061000,,,,,Kepler-286 d,
1235,Kepler-286,e,29.22128900,0.176000,,,,,Kepler-286 e,
1236,Kepler-287,b,20.34219900,0.145000,,,,,Kepler-287 b,
1237,Kepler-287,c,44.85189600,0.246000,,,,,Kepler-287 c,
1238,Kepler-288,b,6.09732600,0.065000,,,,0.89,Kepler-288 b,
1239,Kepler-288,c,19.30577200,0.140000,,,,0.89,Kepler-288 c,
1240,Kepler-288,d,56.63374200,0.287000,,,,0.89,Kepler-288 d,
1241,Kepler-289,b,34.54500000,0.210000,,0.02300,700.00,1.08,Kepler-289 b,0.02300
1242,Kepler-289,c,125.85180000,0.510000,,0.42000,700.00,1.08,Kepler-289 c,0.42000
1243,Kepler-289,d,66.06340000,0.330000,,0.01300,700.00,1.08,Kepler-289 d,0.01300
1244,Kepler-29,b,10.33840000,,,0.01419,1400.00,0.98,Kepler-29 b,0.01419
1245,Kepler-29,c,13.28840000,,,0.01259,1400.00,0.98,Kepler-29 c,0.01259
1246,Kepler-290,b,14.58934700,0.110000,,,,,Kepler-290 b,
1247,Kepler-290,c,36.77031000,0.205000,,,,,Kepler-290 c,
1248,Kepler-291,b,3.54651100,0.047000,,,,1.03,Kepler-291 b,
1249,Kepler-291,c,5.70078600,0.065000,,,,1.03,Kepler-291 c,
1250,Kepler-292,b,2.58082700,0.035000,,,,0.88,Kepler-292 b,
1251,Kepler-292,c,3.71533500,0.045000,,,,0.88,Kepler-292 c,
1252,Kepler-292,d,7.05567900,0.068000,,,,0.88,Kepler-292 d,
1253,Kepler-292,e,11.97901000,0.097000,,,,0.88,Kepler-292 e,
1254,Kepler-292,f,20.83423700,0.141000,,,,0.88,Kepler-292 f,
1255,Kepler-293,b,19.25419600,0.144000,,,,1.01,Kepler-293 b,
1256,Kepler-293,c,54.15574300,0.286000,,,,1.01,Kepler-293 c,
1257,Kepler-294,b,3.70121200,0.048000,,,,,Kepler-294 b,
1258,Kepler-294,c,6.62640000,0.071000,,,,,Kepler-294 c,
1259,Kepler-295,b,12.64516400,0.099000,,,,,Kepler-295 b,
1260,Kepler-295,c,21.52625800,0.142000,,,,,Kepler-295 c,
1261,Kepler-295,d,33.88405400,0.192000,,,,,Kepler-295 d,
1262,Kepler-296,b,10.86438400,0.079000,0.330000,,226.00,0.50,Kepler-296 b,
1263,Kepler-296,c,5.84163660,0.052100,0.330000,,226.00,0.50,Kepler-296 c,
1264,Kepler-296,d,19.85029100,0.118000,0.330000,,226.00,0.50,Kepler-296 d,
1265,Kepler-296,e,34.14211000,0.169000,0.330000,,226.00,0.50,Kepler-296 e,
1266,Kepler-296,f,63.33627000,0.255000,0.330000,,226.00,0.50,Kepler-296 f,
1267,Kepler-297,b,38.87182600,0.217000,,,,,Kepler-297 b,
1268,Kepler-297,c,74.92013700,0.336000,,,,,Kepler-297 c,
1269,Kepler-298,b,10.47546400,0.080000,,,,0.65,Kepler-298 b,
1270,Kepler-298,c,22.92881000,0.136000,,,,0.65,Kepler-298 c,
1271,Kepler-298,d,77.47363300,0.305000,,,,0.65,Kepler-298 d,
1272,Kepler-299,b,2.92712800,0.040000,,,,0.97,Kepler-299 b,
1273,Kepler-299,c,6.88587500,0.070000,,,,0.97,Kepler-299 c,
1274,Kepler-299,d,15.05478600,0.118000,,,,0.97,Kepler-299 d,
1275,Kepler-299,e,38.28548900,0.220000,,,,0.97,Kepler-299 e,
1276,Kepler-30,b,29.33434000,0.180000,0.042000,0.03600,1400.00,0.99,Kepler-30 b,0.03600
1277,Kepler-30,c,60.32310500,0.300000,0.011100,2.01000,1400.00,0.99,Kepler-30 c,2.01000
1278,Kepler-30,d,143.34394000,0.500000,0.022000,0.07300,1400.00,0.99,Kepler-30 d,0.07300
1279,Kepler-300,b,10.44634700,0.094000,,,,0.94,Kepler-300 b,
1280,Kepler-300,c,40.71495500,0.232000,,,,0.94,Kepler-300 c,
1281,Kepler-301,b,2.50855300,0.036000,,,,0.91,Kepler-301 b,
1282,Kepler-301,c,5.41902600,0.060000,,,,0.91,Kepler-301 c,
1283,Kepler-301,d,13.75124300,0.112000,,,,0.91,Kepler-301 d,
1284,Kepler-302,b,30.18410400,0.193000,,,,,Kepler-302 b,
1285,Kepler-302,c,127.28218400,0.503000,,,,,Kepler-302 c,
1286,Kepler-303,b,1.93705500,0.024000,,,,0.59,Kepler-303 b,
1287,Kepler-303,c,7.06114900,0.057000,,,,0.59,Kepler-303 c,
1288,Kepler-304,b,3.29570900,0.039000,,,,0.80,Kepler-304 b,
1289,Kepler-304,c,5.31594600,0.054000,,,,0.80,Kepler-304 c,
1290,Kepler-304,d,9.65347100,0.080000,,,,0.80,Kepler-304 d,
1291,Kepler-305,b,5.48700000,,,0.03300,,0.76,Kepler-305 b,0.03300
1292,Kepler-305,c,8.29100000,,,0.01900,,0.76,Kepler-305 c,0.01900
1293,Kepler-305,d,16.73866100,0.121000,,,,0.76,Kepler-305 d,
1294,Kepler-306,b,4.64618600,0.050000,,,,0.82,Kepler-306 b,
1295,Kepler-306,c,7.24019300,0.067000,,,,0.82,Kepler-306 c,
1296,Kepler-306,d,17.32664400,0.120000,,,,0.82,Kepler-306 d,
1297,Kepler-306,e,44.84097500,0.227000,,,,0.82,Kepler-306 e,
1298,Kepler-307,b,10.42080000,,,0.02341,,0.91,Kepler-307 b,0.02341
1299,Kepler-307,c,13.07290000,,,0.01145,,0.91,Kepler-307 c,0.01145
1300,Kepler-308,b,9.69492800,0.090000,,,,,Kepler-308 b,
1301,Kepler-308,c,15.38231000,0.123000,,,,,Kepler-308 c,
1302,Kepler-309,b,5.92365300,0.059000,,,,,Kepler-309 b,
1303,Kepler-309,c,105.35638300,0.401000,,,,,Kepler-309 c,
1304,Kepler-31,b,20.86130000,0.160000,,,2100.00,1.21,Kepler-31 b,
1305,Kepler-31,c,42.63180000,0.260000,,4.70000,2100.00,1.21,Kepler-31 c,4.70000
1306,Kepler-31,d,87.64510000,0.400000,,6.80000,2100.00,1.21,Kepler-31 d,6.80000
1307,Kepler-310,b,13.93069800,0.111000,,,,0.85,Kepler-310 b,
1308,Kepler-310,c,56.47542000,0.281000,,,,0.85,Kepler-310 c,
1309,Kepler-310,d,92.87612500,0.392000,,,,0.85,Kepler-310 d,
1310,Kepler-311,b,9.17609200,0.087000,,,,1.06,Kepler-311 b,
1311,Kepler-311,c,19.73828600,0.145000,,,,1.06,Kepler-311 c,
1312,Kepler-312,b,1.77241900,0.031000,,,,1.23,Kepler-312 b,
1313,Kepler-312,c,19.74741200,0.153000,,,,1.23,Kepler-312 c,
1314,Kepler-313,b,14.97041800,0.125000,,,,0.90,Kepler-313 b,
1315,Kepler-313,c,32.27327300,0.208000,,,,0.90,Kepler-313 c,
1316,Kepler-314,b,2.46106900,0.035000,,,,1.02,Kepler-314 b,
1317,Kepler-314,c,5.96039200,0.064000,,,,1.02,Kepler-314 c,
1318,Kepler-315,b,96.10114100,0.402000,,,,0.78,Kepler-315 b,
1319,Kepler-315,c,265.46933500,0.791000,,,,0.78,Kepler-315 c,
1320,Kepler-316,b,2.24050800,0.027000,,,,0.53,Kepler-316 b,
1321,Kepler-316,c,6.82776600,0.058000,,,,0.53,Kepler-316 c,
1322,Kepler-317,b,5.52424200,0.061000,,,,0.95,Kepler-317 b,
1323,Kepler-317,c,8.77501000,0.083000,,,,0.95,Kepler-317 c,
1324,Kepler-318,b,4.66271500,0.056000,,,,1.05,Kepler-318 b,
1325,Kepler-318,c,11.81500700,0.105000,,,,1.05,Kepler-318 c,
1326,Kepler-319,b,4.36270500,0.051000,,,,1.29,Kepler-319 b,
1327,Kepler-319,c,6.94135700,0.069000,,,,1.29,Kepler-319 c,
1328,Kepler-319,d,31.78192500,0.191000,,,,1.29,Kepler-319 d,
1329,Kepler-32,b,5.90124000,0.050000,,4.10000,303.00,0.58,Kepler-32 b,4.10000
1330,Kepler-32,c,8.75220000,0.090000,,0.50000,303.00,0.58,Kepler-32 c,0.50000
1331,Kepler-32,d,22.78020000,0.130000,,,303.00,0.58,Kepler-32 d,
1332,Kepler-32,e,2.89600000,0.033000,,,303.00,0.58,Kepler-32 e,
1333,Kepler-32,f,0.74296000,0.013000,,,303.00,0.58,Kepler-32 f,
1334,Kepler-320,b,8.37155400,0.085000,,,,,Kepler-320 b,
1335,Kepler-320,c,17.93493700,0.142000,,,,,Kepler-320 c,
1336,Kepler-321,b,4.91537900,0.057000,,,,1.01,Kepler-321 b,
1337,Kepler-321,c,13.09392100,0.110000,,,,1.01,Kepler-321 c,
1338,Kepler-322,b,1.65388800,0.027000,,,,0.91,Kepler-322 b,
1339,Kepler-322,c,4.33723400,0.051000,,,,0.91,Kepler-322 c,
1340,Kepler-323,b,1.67832700,0.028000,,,,1.09,Kepler-323 b,
1341,Kepler-323,c,3.55382200,0.046000,,,,1.09,Kepler-323 c,
1342,Kepler-324,b,4.38531500,0.050000,,,,0.86,Kepler-324 b,
1343,Kepler-324,c,51.80561200,0.260000,,,,0.86,Kepler-324 c,
1344,Kepler-325,b,4.54443900,0.053000,,,,0.87,Kepler-325 b,
1345,Kepler-325,c,12.76217200,0.105000,,,,0.87,Kepler-325 c,
1346,Kepler-325,d,38.71518500,0.220000,,,,0.87,Kepler-325 d,
1347,Kepler-326,b,2.24832900,0.032000,,,,0.98,Kepler-326 b,
1348,Kepler-326,c,4.58035800,0.051000,,,,0.98,Kepler-326 c,
1349,Kepler-326,d,6.76688800,0.066000,,,,0.98,Kepler-326 d,
1350,Kepler-327,b,2.54957500,0.029000,,,,0.55,Kepler-327 b,
1351,Kepler-327,c,5.21233300,0.047000,,,,0.55,Kepler-327 c,
1352,Kepler-327,d,13.96945700,0.090000,,,,0.55,Kepler-327 d,
1353,Kepler-328,b,34.92100000,,,0.09000,,1.15,Kepler-328 b,0.09000
1354,Kepler-328,c,71.31200000,,,0.12400,,1.15,Kepler-328 c,0.12400
1355,Kepler-329,b,7.41639700,0.061000,,,,0.53,Kepler-329 b,
1356,Kepler-329,c,18.68473700,0.113000,,,,0.53,Kepler-329 c,
1357,Kepler-33,b,5.66793000,0.067700,0.000000,,,1.29,Kepler-33 b,
1358,Kepler-33,c,13.17562000,0.118900,0.000000,,,1.29,Kepler-33 c,
1359,Kepler-33,d,21.77596000,0.166200,0.000000,,,1.29,Kepler-33 d,
1360,Kepler-33,e,31.78440000,0.213800,0.000000,,,1.29,Kepler-33 e,
1361,Kepler-33,f,41.02902000,0.253500,0.000000,,,1.29,Kepler-33 f,
1362,Kepler-330,b,8.25978000,0.075000,,,,0.78,Kepler-330 b,
1363,Kepler-330,c,15.95538700,0.116000,,,,0.78,Kepler-330 c,
1364,Kepler-331,b,8.45749600,0.065000,,,,0.51,Kepler-331 b,
1365,Kepler-331,c,17.28111000,0.105000,,,,0.51,Kepler-331 c,
1366,Kepler-331,d,32.13432800,0.159000,,,,0.51,Kepler-331 d,
1367,Kepler-332,b,7.62632400,0.070000,,,,0.80,Kepler-332 b,
1368,Kepler-332,c,15.99562200,0.114000,,,,0.80,Kepler-332 c,
1369,Kepler-332,d,34.21154000,0.189000,,,,0.80,Kepler-332 d,
1370,Kepler-333,b,12.55115800,0.087000,,,,0.54,Kepler-333 b,
1371,Kepler-333,c,24.08821000,0.135000,,,,0.54,Kepler-333 c,
1372,Kepler-334,b,5.47031900,0.061000,,,,1.00,Kepler-334 b,
1373,Kepler-334,c,12.75800500,0.107000,,,,1.00,Kepler-334 c,
1374,Kepler-334,d,25.09849000,0.168000,,,,1.00,Kepler-334 d,
1375,Kepler-335,b,6.56233100,0.075000,,,,0.99,Kepler-335 b,
1376,Kepler-335,c,67.84446900,0.356000,,,,0.99,Kepler-335 c,
1377,Kepler-336,b,2.02482300,0.033000,,,,0.89,Kepler-336 b,
1378,Kepler-336,c,9.60000100,0.092000,,,,0.89,Kepler-336 c,
1379,Kepler-336,d,20.67877200,0.154000,,,,0.89,Kepler-336 d,
1380,Kepler-337,b,3.29278100,0.045000,,,,0.96,Kepler-337 b,
1381,Kepler-337,c,9.69320100,0.093000,,,,0.96,Kepler-337 c,
1382,Kepler-338,b,13.72697600,0.117000,,,,1.10,Kepler-338 b,
1383,Kepler-338,c,24.31085600,0.172000,,,,1.10,Kepler-338 c,
1384,Kepler-338,d,44.43101400,0.257000,,,,1.10,Kepler-338 d,
1385,Kepler-338,e,9.34100000,,,0.02700,,1.10,Kepler-338 e,0.02700
1386,Kepler-339,b,4.97765600,0.055000,,,,0.84,Kepler-339 b,
1387,Kepler-339,c,6.98805500,0.069000,,,,0.84,Kepler-339 c,
1388,Kepler-339,d,10.55834500,0.091000,,,,0.84,Kepler-339 d,
1389,Kepler-34,b,288.82200000,1.089600,0.182000,0.22000,1499.00,1.05,Kepler-34 b,0.22000
1390,Kepler-340,b,14.84438700,0.134000,,,,2.11,Kepler-340 b,
1391,Kepler-340,c,22.82466900,0.178000,,,,2.11,Kepler-340 c,
1392,Kepler-341,b,5.19552800,0.060000,,,,0.94,Kepler-341 b,
1393,Kepler-341,c,8.01041000,0.080000,,,,0.94,Kepler-341 c,
1394,Kepler-341,d,27.66631300,0.182000,,,,0.94,Kepler-341 d,
1395,Kepler-341,e,42.47326900,0.242000,,,,0.94,Kepler-341 e,
1396,Kepler-342,b,15.17031800,0.128000,,,,1.13,Kepler-342 b,
1397,Kepler-342,c,26.23413800,0.185000,,,,1.13,Kepler-342 c,
1398,Kepler-342,d,39.45935700,0.242000,,,,1.13,Kepler-342 d,
1399,Kepler-343,b,8.96855000,0.088000,,,,1.04,Kepler-343 b,
1400,Kepler-343,c,23.22182000,0.167000,,,,1.04,Kepler-343 c,
1401,Kepler-344,b,21.96394500,0.153000,,,,0.90,Kepler-344 b,
1402,Kepler-344,c,125.59680900,0.488000,,,,0.90,Kepler-344 c,
1403,Kepler-345,b,7.41556300,0.066000,,,,0.59,Kepler-345 b,
1404,Kepler-345,c,9.38742700,0.077000,,,,0.59,Kepler-345 c,
1405,Kepler-346,b,6.51112700,0.071000,,,,0.97,Kepler-346 b,
1406,Kepler-346,c,23.85154900,0.168000,,,,0.97,Kepler-346 c,
1407,Kepler-347,b,12.79836000,0.110000,,,,1.04,Kepler-347 b,
1408,Kepler-347,c,27.32087100,0.183000,,,,1.04,Kepler-347 c,
1409,Kepler-348,b,7.05677000,0.076000,,,,1.15,Kepler-348 b,
1410,Kepler-348,c,17.26542700,0.138000,,,,1.15,Kepler-348 c,
1411,Kepler-349,b,5.92977800,0.065000,,,,0.97,Kepler-349 b,
1412,Kepler-349,c,12.24762900,0.105000,,,,0.97,Kepler-349 c,
1413,Kepler-35,b,131.45800000,0.603470,0.042000,0.12700,1645.00,0.89,Kepler-35 b,0.12700
1414,Kepler-350,b,11.18956200,0.104000,,,,1.00,Kepler-350 b,
1415,Kepler-350,c,17.84900000,,,0.01900,,1.00,Kepler-350 c,0.01900
1416,Kepler-350,d,26.13600000,,,0.04700,,1.00,Kepler-350 d,0.04700
1417,Kepler-351,b,37.05491900,0.214000,,,,0.89,Kepler-351 b,
1418,Kepler-351,c,57.24809000,0.287000,,,,0.89,Kepler-351 c,
1419,Kepler-352,b,10.05537000,0.085000,,,,0.79,Kepler-352 b,
1420,Kepler-352,c,16.33299500,0.118000,,,,0.79,Kepler-352 c,
1421,Kepler-353,b,5.79527800,0.051000,,,,0.54,Kepler-353 b,
1422,Kepler-353,c,8.41089400,0.065000,,,,0.54,Kepler-353 c,
1423,Kepler-354,b,5.47666000,0.054000,,,,0.65,Kepler-354 b,
1424,Kepler-354,c,16.93440200,0.115000,,,,0.65,Kepler-354 c,
1425,Kepler-354,d,24.20984200,0.146000,,,,0.65,Kepler-354 d,
1426,Kepler-355,b,11.03189000,0.102000,,,,1.05,Kepler-355 b,
1427,Kepler-355,c,25.76229400,0.179000,,,,1.05,Kepler-355 c,
1428,Kepler-356,b,4.61269600,0.057000,,,,0.97,Kepler-356 b,
1429,Kepler-356,c,13.12163200,0.115000,,,,0.97,Kepler-356 c,
1430,Kepler-357,b,6.47543400,0.063000,,,,0.78,Kepler-357 b,
1431,Kepler-357,c,16.85837000,0.120000,,,,0.78,Kepler-357 c,
1432,Kepler-357,d,49.49987500,0.246000,,,,0.78,Kepler-357 d,
1433,Kepler-358,b,34.06046700,0.210000,,,,0.95,Kepler-358 b,
1434,Kepler-358,c,83.48836900,0.381000,,,,0.95,Kepler-358 c,
1435,Kepler-359,b,25.56322200,0.178000,,,,1.07,Kepler-359 b,
1436,Kepler-359,c,57.68802000,0.307000,,,,1.07,Kepler-359 c,
1437,Kepler-359,d,77.09569100,0.372000,,,,1.07,Kepler-359 d,
1438,Kepler-36,b,13.83989000,0.115300,0.039000,0.01400,470.00,1.07,Kepler-36 b,0.01400
1439,Kepler-36,c,16.23855000,0.128300,0.033000,0.02500,470.00,1.07,Kepler-36 c,0.02500
1440,Kepler-360,b,3.28967200,0.044000,,,,0.95,Kepler-360 b,
1441,Kepler-360,c,7.18643400,0.075000,,,,0.95,Kepler-360 c,
1442,Kepler-361,b,8.48661600,0.086000,,,,1.07,Kepler-361 b,
1443,Kepler-361,c,55.18802300,0.300000,,,,1.07,Kepler-361 c,
1444,Kepler-362,b,10.32718600,0.087000,,,,0.77,Kepler-362 b,
1445,Kepler-362,c,37.86628100,0.207000,,,,0.77,Kepler-362 c,
1446,Kepler-363,b,3.61456800,0.048000,,,,1.23,Kepler-363 b,
1447,Kepler-363,c,7.54242700,0.079000,,,,1.23,Kepler-363 c,
1448,Kepler-363,d,11.93212500,0.107000,,,,1.23,Kepler-363 d,
1449,Kepler-364,b,25.74571800,0.178000,,,,1.20,Kepler-364 b,
1450,Kepler-364,c,59.98062700,0.312000,,,,1.20,Kepler-364 c,
1451,Kepler-365,b,10.66490300,0.098000,,,,0.99,Kepler-365 b,
1452,Kepler-365,c,17.78412900,0.137000,,,,0.99,Kepler-365 c,
1453,Kepler-366,b,3.28195900,0.045000,,,,1.05,Kepler-366 b,
1454,Kepler-366,c,12.51616000,0.110000,,,,1.05,Kepler-366 c,
1455,Kepler-367,b,37.81572400,0.201000,,,,0.75,Kepler-367 b,
1456,Kepler-367,c,53.57863700,0.253000,,,,0.75,Kepler-367 c,
1457,Kepler-368,b,26.84768000,0.186000,,,,0.71,Kepler-368 b,
1458,Kepler-368,c,72.37933400,0.360000,,,,0.71,Kepler-368 c,
1459,Kepler-369,b,2.73275600,0.030000,,,,0.54,Kepler-369 b,
1460,Kepler-369,c,14.87157200,0.094000,,,,0.54,Kepler-369 c,
1461,Kepler-37,b,13.36730800,0.100300,,,66.00,0.80,Kepler-37 b,
1462,Kepler-37,c,21.30188600,0.136800,,,66.00,0.80,Kepler-37 c,
1463,Kepler-37,d,39.79218700,0.207600,,,66.00,0.80,Kepler-37 d,
1464,Kepler-37,e,51.19600000,,,,66.00,0.80,Kepler-37 e,
1465,Kepler-370,b,4.57953000,0.054000,,,,0.94,Kepler-370 b,
1466,Kepler-370,c,19.02293000,0.140000,,,,0.94,Kepler-370 c,
1467,Kepler-371,b,34.76327800,0.200000,,,,0.94,Kepler-371 b,
1468,Kepler-371,c,67.96801500,0.313000,,,,0.94,Kepler-371 c,
1469,Kepler-372,b,6.84969200,0.075000,,,,1.15,Kepler-372 b,
1470,Kepler-372,c,20.05376300,0.154000,,,,1.15,Kepler-372 c,
1471,Kepler-372,d,30.09256800,0.201000,,,,1.15,Kepler-372 d,
1472,Kepler-373,b,5.53530900,0.060000,,,,0.87,Kepler-373 b,
1473,Kepler-373,c,16.72594800,0.126000,,,,0.87,Kepler-373 c,
1474,Kepler-374,b,1.89780600,0.029000,,,,0.84,Kepler-374 b,
1475,Kepler-374,c,3.28280700,0.042000,,,,0.84,Kepler-374 c,
1476,Kepler-374,d,5.02821900,0.056000,,,,0.84,Kepler-374 d,
1477,Kepler-375,b,12.12593400,0.101000,,,,0.89,Kepler-375 b,
1478,Kepler-375,c,19.98632600,0.141000,,,,0.89,Kepler-375 c,
1479,Kepler-376,b,4.92019900,0.057000,,,,1.05,Kepler-376 b,
1480,Kepler-376,c,14.17232700,0.115000,,,,1.05,Kepler-376 c,
1481,Kepler-377,b,12.50952900,0.109000,,,,0.88,Kepler-377 b,
1482,Kepler-377,c,27.01497600,0.182000,,,,0.88,Kepler-377 c,
1483,Kepler-378,b,16.09236100,0.112000,,,,0.96,Kepler-378 b,
1484,Kepler-378,c,28.90600900,0.166000,,,,0.96,Kepler-378 c,
1485,Kepler-379,b,20.09838000,0.152000,,,,1.08,Kepler-379 b,
1486,Kepler-379,c,62.78469700,0.326000,,,,1.08,Kepler-379 c,
1487,Kepler-38,b,105.59900000,0.463200,0.032000,0.38400,600.00,0.94,Kepler-38 b,0.38400
1488,Kepler-380,b,3.93082100,0.050000,,,,1.05,Kepler-380 b,
1489,Kepler-380,c,7.63000400,0.078000,,,,1.05,Kepler-380 c,
1490,Kepler-381,b,5.62902100,0.066000,,,,1.34,Kepler-381 b,
1491,Kepler-381,c,13.39163500,0.117000,,,,1.34,Kepler-381 c,
1492,Kepler-382,b,5.26215500,0.055000,,,,0.80,Kepler-382 b,
1493,Kepler-382,c,12.16270100,0.097000,,,,0.80,Kepler-382 c,
1494,Kepler-383,b,12.90453200,0.095000,,,,0.67,Kepler-383 b,
1495,Kepler-383,c,31.20075100,0.172000,,,,0.67,Kepler-383 c,
1496,Kepler-384,b,22.59705300,0.148000,,,,0.76,Kepler-384 b,
1497,Kepler-384,c,45.34826900,0.236000,,,,0.76,Kepler-384 c,
1498,Kepler-385,b,10.04368600,0.097000,,,,1.09,Kepler-385 b,
1499,Kepler-385,c,15.16316100,0.127000,,,,1.09,Kepler-385 c,
1500,Kepler-386,b,12.31043000,0.096000,,,,0.74,Kepler-386 b,
1501,Kepler-386,c,25.19345800,0.155000,,,,0.74,Kepler-386 c,
1502,Kepler-387,b,6.79163600,0.068000,,,,1.03,Kepler-387 b,
1503,Kepler-387,c,11.83754900,0.098000,,,,1.03,Kepler-387 c,
1504,Kepler-388,b,3.17331500,0.036000,,,,0.59,Kepler-388 b,
1505,Kepler-388,c,13.29700400,0.093000,,,,0.59,Kepler-388 c,
1506,Kepler-389,b,3.24410700,0.041000,,,,0.78,Kepler-389 b,
1507,Kepler-389,c,14.51143000,0.110000,,,,0.78,Kepler-389 c,
1508,Kepler-39,b,21.08721000,0.164000,0.112000,20.10000,1200.00,1.29,Kepler-39 b,20.10000
1509,Kepler-390,b,6.73808800,0.065000,,,,0.67,Kepler-390 b,
1510,Kepler-390,c,13.06002200,0.101000,,,,0.67,Kepler-390 c,
1511,Kepler-391,b,7.41675500,0.082000,,,,1.22,Kepler-391 b,
1512,Kepler-391,c,20.48543500,0.161000,,,,1.22,Kepler-391 c,
1513,Kepler-392,b,5.34185300,0.059000,,,,1.13,Kepler-392 b,
1514,Kepler-392,c,10.42311800,0.093000,,,,1.13,Kepler-392 c,
1515,Kepler-393,b,9.18241700,0.091000,,,,1.32,Kepler-393 b,
1516,Kepler-393,c,14.61361200,0.124000,,,,1.32,Kepler-393 c,
1517,Kepler-394,b,8.00501300,0.083000,,,,1.11,Kepler-394 b,
1518,Kepler-394,c,12.13068600,0.110000,,,,1.11,Kepler-394 c,
1519,Kepler-395,b,7.05434600,0.061000,,,,0.53,Kepler-395 b,
1520,Kepler-395,c,34.98926200,0.177000,,,,0.53,Kepler-395 c,
1521,Kepler-396,b,42.99400000,,,0.23800,,0.85,Kepler-396 b,0.23800
1522,Kepler-396,c,88.50500000,,,0.05600,,0.85,Kepler-396 c,0.05600
1523,Kepler-397,b,22.25094900,0.144000,,,,,Kepler-397 b,
1524,Kepler-397,c,135.49852700,0.480000,,,,,Kepler-397 c,
1525,Kepler-398,b,4.08142300,0.044000,,,,,Kepler-398 b,
1526,Kepler-398,c,11.41941200,0.087000,,,,,Kepler-398 c,
1527,Kepler-399,b,14.42528100,0.103000,,,,,Kepler-399 b,
1528,Kepler-399,c,26.67569000,0.155000,,,,,Kepler-399 c,
1529,Kepler-399,d,58.03461600,0.261000,,,,,Kepler-399 d,
